Symbol,DIS,ALLE,TGT,CMCSA,GD,TAP,MYL,T,NLSN,HST,HSIC,EXPE,NWS,NWSA,CAH,HAS,ROST,HCA,HII,BIIB,TJX,TSCO,ALL,DVA,DISCA,AAP,DISCK,WY,WU,KMX,WBA,GILD,ADM,CVS,BA,AIG,JCI,DLTR,IFF,LUV,UHS,DISH,MPC,HFC,MRO,EOG,OXY,NBL,OKE,CXO,COP,HP,DVN,NOV,HES,CVX,BKR,APA,FTI,SLB,PSX,FANG,PXD,VLO,XOM,WMB,HAL,NWL,IVZ,LB,MOS,GPS,ALK,SCHW,CF,CMA,HBAN,JWN,KSS,FRC,HBI,KHC,DD,LNC,KEY,DFS,MET,FITB,TFC,WFC,UNM,ZION,USB,COF,BAC,MTB,MS,PBCT,NTRS,RJF,PFG,RF,C,STT,JPM,GS,BK,BEN,PRU,PNC,ETFC,CFG,EMR,EMN,GLW,ETN,FBHS,DOV,HOG,HON,GM,IPGP,HPE,INTC,FFIV,FAST,FDX,FCX,IBM,EXPD,FLS,ITW,PNR,PH,PPG,RHI,ROK,APTV,APH,RTX,SIVB,SNA,SWK,AMP,AME,TEL,TROW,TXT,UPS,URI,VFC,XYL,BLK,PCAR,FTV,MAR,LYB,BWA,MAS,MMM,CMI,LKQ,CE,LEG,CCL,NUE,CAT,NTAP,GOOGL,UNP,GL,L,UAA,WAT,KSU,GOOG,UA,OMC,LOW,LRCX,SYF,IEX,MTD,NSC,KEYS,HD,PKI,HLT,GPC,KLAC,A,CBRE,AXP,EBAY,AAPL,CSX,AMZN,BKNG,ADI,PVH,PRGO,BBY,PKG,ORCL,ODFL,NVDA,NCLH,PWR,MXIM,MU,MHK,MGM,MCHP,LVS,CSCO,DAL,DE,JNPR,CHRW,AVY,QRVO,JBHT,ZBRA,AAL,XRX,XLNX,WYNN,WRK,WHR,WDC,WAB,ADS,UAL,TXN,ALB,TPR,TIF,AMAT,SWKS,STX,ANET,AOS,RL,AVGO,RCL,QCOM,J,GE,IPG,F,IP,HPQ,GWW,FMC,FLIR,IR,DXC,AMCR,CME,NEM,LW,HSY,EIX,DHI,HRL,DXCM,CBOE,ATO,NI,SRE,ED,ETR,EXC,DTE,PEG,AEP,AEE,DUK,PNW,D,FE,VTR,ES,NEE,PEAK,EVRG,CMS,AWK,PSA,WEC,XEL,O,WELL,AMT,LNT,SO,EXR,TWTR,CTXS,CTSH,BDX,AMD,ABBV,ILMN,TMO,NFLX,GRMN,CPRT,BAX,VAR,FB,LIN,ISRG,AZO,LH,PFE,IQV,ZBH,COO,ABT,CDNS,SHW,FLT,APD,ROP,CDW,EFX,PYPL,PAYX,BR,ECL,JKHY,IT,WLTW,AON,VRSN,SNPS,ADP,V,ADBE,MA,ADSK,ACN,AFL,MCO,LDOS,INTU,ANSS,AJG,CTAS,HIG,GPN,SPGI,NKE,TDG,MSCI,MSFT,MMC,INFO,EQR,FRT,REG,UDR,AIV,AVB,ARE,ESS,DRE,PLD,KIM,MAA,DLR,PHM,CNP,AES,GIS,CLX,CPB,CAG,VZ,SJM,LEN,BMY,NRG,DG,K,CMG,PPL,NVR,MLM,SBAC,CCI,MKTX,TSN,EQIX,CHD,MKC,TTWO,MCD,VMC,LHX,ICE,KO,KMB,WRB,BLL,RSG,MDT,FIS,FISV,EW,TFX,DHR,MRK,SYK,ZTS,HOLX,IDXX,BSX,RMD,STE,NOW,PAYC,PG,MDLZ,PGR,TRV,PEP,AIZ,WM,LMT,NOC,NDAQ,MSI,RE,CL,CINF,VRSK,CB,COTY,DRI,COG,IRM,CTL,HRB,SEE,MO,EA,DPZ,PM,KR,INCY,HUM,REGN,AMGN,VRTX,ALXN,ABMD,ALGN,CNC,XRAY,ANTM,ABC,UNH,MCK,CI,YUM,ORLY,JNJ,DGX,WMT,STZ,BXP,CHTR,SYY,SPG,MNST,TMUS,AKAM,SLG,CERN,KMI,SBUX,ULTA,ROL,LYV,EL,CRM,ATVI,VNO,LLY,FTNT,COST,Cluster
HSIC,66,66,18,52,64,48,50,42,34,54,0,36,44,46,74,70,78,82,60,26,72,42,56,90,36,50,38,50,60,56,60,68,18,68,36,62,56,50,82,38,82,28,48,8,34,46,58,24,40,42,20,42,40,42,16,48,18,28,48,36,22,20,46,36,46,28,32,32,50,30,34,36,56,30,24,56,26,50,34,42,62,34,36,48,44,74,60,60,76,24,48,54,74,66,62,44,70,52,54,52,56,54,62,30,60,52,32,56,38,60,46,66,54,52,38,64,68,50,58,86,58,62,60,56,80,62,62,58,62,80,76,78,46,58,96,46,52,62,48,72,64,48,78,78,58,64,88,56,74,80,74,48,78,72,66,64,64,68,44,70,76,68,74,58,64,62,38,60,76,52,58,42,56,44,46,84,58,70,52,48,72,48,42,46,44,78,54,64,72,24,52,50,80,70,42,66,54,34,52,42,74,44,48,46,34,34,64,50,36,40,72,52,48,48,54,64,40,40,52,20,36,58,40,44,44,20,48,28,60,28,62,44,56,60,62,72,54,46,46,42,12,48,54,54,48,20,40,46,48,54,42,40,58,52,54,50,48,-22,16,-16,10,26,6,-10,16,16,-16,0,4,28,-2,6,-2,18,4,-4,12,-2,-4,20,38,-2,-2,-8,-22,-2,-18,-4,-10,-10,-2,16,0,-10,-20,-2,2,40,52,70,44,54,66,42,36,34,36,26,42,40,42,34,34,42,90,38,32,52,36,48,28,44,54,32,60,52,46,24,38,28,38,70,60,28,46,48,12,48,32,40,30,50,80,48,56,60,28,42,46,32,42,40,46,56,54,42,54,44,68,20,42,48,32,34,28,4,22,30,20,56,16,14,12,0,18,32,24,30,54,12,32,20,36,16,48,22,14,-8,14,34,26,2,10,-4,22,4,20,12,28,14,12,8,34,44,36,-12,38,36,36,24,28,28,44,24,50,36,36,52,24,36,48,22,30,18,28,34,12,36,48,24,46,22,6,38,26,18,30,40,32,42,38,28,34,30,38,4,0,8,56,-18,4,4,66,14,18,20,28,40,50,54,82,70,82,86,64,44,16,46,42,62,52,18,52,30,44,34,16,52,52,60,52,30,26,42,34,46,14,26,30,56,22,18,40,6
EXPE,52,38,16,50,44,40,48,16,50,56,36,0,62,68,18,50,52,40,48,34,38,48,42,50,40,22,42,46,30,28,16,74,36,24,24,44,14,38,14,54,26,20,46,40,40,24,22,42,40,18,22,18,30,28,20,40,20,24,38,46,50,28,30,42,38,22,46,16,16,26,34,26,34,30,14,32,22,12,14,28,38,18,66,62,22,54,46,38,22,40,46,34,38,60,36,40,40,38,40,38,58,48,46,50,52,44,80,24,48,36,32,26,34,46,66,38,48,64,56,60,48,62,62,40,46,58,70,52,74,52,52,52,60,42,66,48,54,38,72,64,48,44,70,60,48,76,46,46,34,52,64,54,72,48,44,76,66,60,58,46,58,68,54,54,62,40,66,28,66,28,44,50,56,36,16,66,56,58,40,56,40,56,50,42,50,48,70,76,52,56,36,46,42,64,52,52,44,104,68,32,64,16,24,24,36,34,34,58,62,24,40,62,74,66,12,44,56,14,36,28,30,36,60,28,30,40,66,22,46,34,32,30,56,78,50,30,48,38,58,30,16,34,50,78,42,40,40,38,52,20,40,44,48,38,74,42,58,-16,-14,6,-16,-2,-16,16,-26,10,-46,26,14,32,18,16,-10,18,30,18,16,20,-2,4,18,-26,6,12,-24,-14,-12,-20,-14,4,12,-12,-34,-20,-10,4,-10,42,64,42,48,8,30,44,60,32,46,62,42,20,60,40,52,56,40,40,72,24,20,48,50,46,50,28,48,44,62,56,48,48,52,50,72,64,34,68,30,36,42,20,44,46,58,52,70,32,18,52,62,50,42,34,62,56,42,32,60,46,60,24,18,22,24,4,28,12,14,34,46,0,20,10,28,24,8,10,20,10,0,4,-6,22,48,24,30,14,10,26,6,40,24,6,10,22,-10,-8,-4,48,14,48,28,-6,28,24,28,28,-2,54,36,30,34,28,44,36,52,40,46,42,24,18,36,18,6,28,32,36,18,30,18,12,22,38,18,24,32,16,56,40,16,-14,-10,2,24,-8,10,20,-10,28,22,12,10,12,10,32,28,2,20,52,0,8,0,6,18,18,26,16,46,46,22,50,46,26,26,38,4,10,50,22,38,20,44,30,50,24,14,14,54,16,44,12,34,32,12,1
NWS,54,54,32,64,24,40,42,42,72,64,44,62,0,182,14,30,30,46,34,28,50,40,32,34,50,54,48,68,48,46,34,58,38,18,34,28,20,18,42,30,52,48,52,26,48,46,54,42,64,20,36,34,54,32,40,52,42,46,54,54,26,42,60,40,48,44,40,8,68,20,52,54,46,28,8,46,34,52,48,40,50,30,74,62,28,62,70,46,50,52,32,52,42,58,56,36,72,70,52,78,78,68,64,58,52,72,46,50,66,40,46,48,68,80,92,74,82,58,80,74,70,82,82,62,74,76,86,76,68,92,66,94,64,86,54,90,82,98,68,66,56,78,88,50,48,104,76,72,60,90,78,78,80,82,56,78,64,94,80,72,72,90,66,88,84,64,74,58,52,52,44,60,52,62,50,54,52,92,60,52,56,76,60,34,66,70,62,78,68,58,58,68,46,54,64,56,54,74,56,54,64,68,36,18,56,72,80,56,78,68,56,56,70,72,54,52,62,54,40,52,62,56,34,72,46,46,84,42,74,82,54,40,66,70,62,74,60,50,74,58,46,70,66,72,60,38,44,30,68,46,36,62,38,66,54,64,68,-2,-28,-2,-22,-32,-16,-14,-12,-20,-52,-4,0,40,10,-2,-2,0,28,2,-4,10,-6,0,28,-30,-22,0,-38,-22,-28,-22,-22,-16,-2,-20,-38,-36,-30,-20,-20,32,52,50,66,42,28,42,36,18,48,62,12,44,48,26,44,40,48,44,50,4,34,44,32,26,36,24,24,44,36,52,24,26,48,12,46,46,14,46,24,40,44,16,38,30,54,42,50,34,16,40,44,22,18,38,34,62,22,32,48,52,42,4,36,34,0,0,-2,4,2,12,10,6,-2,2,2,26,16,-16,-4,2,4,18,-16,16,24,16,14,-8,-2,14,-18,10,-22,-12,-12,-24,-8,-20,-18,2,-14,8,8,-24,4,-16,6,-10,-2,14,26,10,6,26,26,30,30,18,24,26,36,28,6,-12,-6,4,-16,20,10,10,56,2,12,26,10,4,16,-8,26,-4,6,6,8,22,48,16,18,24,16,18,-8,40,20,-2,20,20,20,22,22,26,-24,16,8,24,12,10,24,22,10,18,18,6,-2,16,30,16,22,30,22,26,40,46,20,28,0,14,-6,28,2,22,28,38,46,32,16,12
NWSA,66,62,32,80,38,50,56,56,88,64,46,68,182,0,18,40,34,52,42,34,58,42,48,40,64,58,64,80,48,48,46,70,46,20,38,44,34,32,46,46,52,66,56,38,56,56,58,48,78,34,50,44,60,50,56,66,56,56,66,66,38,60,74,46,54,50,52,22,66,14,66,56,52,40,26,54,40,56,52,48,62,44,84,72,32,70,92,54,52,52,50,66,44,66,64,48,74,74,52,84,86,74,74,70,64,74,46,50,68,46,50,62,70,90,98,86,82,78,90,84,86,94,86,74,78,86,108,82,78,102,82,100,72,96,72,94,92,112,76,76,64,88,96,64,58,110,88,78,72,100,84,82,80,94,68,76,72,112,90,82,82,98,80,94,88,74,88,64,50,48,58,76,66,66,58,50,62,104,66,56,62,84,68,44,76,78,70,82,76,64,60,74,54,64,70,66,66,98,74,60,72,72,48,32,68,86,94,70,96,78,66,60,78,76,60,66,74,60,52,66,74,78,56,76,64,66,88,56,92,98,68,56,72,76,76,76,62,56,88,68,48,86,72,80,74,52,58,48,76,72,48,68,56,78,64,76,74,-2,-24,12,-10,-30,-10,6,-16,-10,-36,8,8,48,18,10,8,16,34,8,14,20,6,0,38,-16,-18,0,-26,-10,-18,-10,-14,-10,8,-6,-24,-20,-12,-12,-2,42,46,50,72,50,36,50,38,16,60,70,20,46,56,46,56,54,50,52,60,18,48,42,42,38,40,38,32,54,54,56,30,42,56,24,58,52,22,50,32,52,58,22,44,38,62,50,50,42,22,54,46,34,26,42,42,66,30,38,54,64,42,20,46,52,16,16,16,20,18,22,28,22,16,12,12,38,28,-6,6,6,8,32,-6,28,26,22,26,0,-2,28,0,18,0,4,-6,-8,2,-14,-20,12,0,16,18,-18,14,-8,12,10,12,10,32,14,18,34,36,30,36,24,38,28,38,28,18,0,4,12,2,32,20,18,58,14,26,48,6,16,32,6,44,6,14,20,10,30,54,22,24,42,18,26,-4,44,36,0,20,26,24,24,24,38,-20,18,10,22,12,12,34,24,24,18,22,14,14,34,48,30,36,46,30,36,38,60,32,36,16,24,14,42,8,26,32,54,40,38,32,7
CAH,38,38,8,44,58,42,76,42,16,30,74,18,14,18,0,36,24,64,76,38,32,34,50,96,14,22,14,36,28,58,98,58,60,126,22,22,64,34,40,44,90,22,32,54,16,30,44,18,52,12,16,16,34,28,22,38,12,16,28,24,34,12,10,50,10,16,30,46,16,50,40,46,30,42,24,42,38,52,16,30,52,44,24,54,62,50,62,56,52,60,40,66,52,50,62,46,58,64,64,34,40,40,54,46,38,52,46,54,34,44,30,70,36,40,40,32,66,66,36,36,44,38,80,42,42,26,44,26,58,42,48,50,48,24,46,32,46,36,46,76,60,18,50,70,44,48,66,44,72,66,56,24,48,44,20,62,40,32,44,52,58,34,74,40,64,56,56,46,24,58,58,16,36,48,48,28,36,52,34,44,38,66,32,60,56,68,50,40,46,32,46,62,58,50,36,62,10,32,52,40,74,44,58,42,52,40,58,42,28,24,36,36,40,22,14,52,16,54,52,16,24,50,36,38,60,16,42,52,48,28,80,40,50,62,48,52,52,38,44,58,28,54,42,40,58,28,44,50,44,22,60,54,48,32,54,36,52,-14,-18,-48,20,-14,12,-14,14,0,-46,10,-24,-24,-22,-16,-20,-12,-26,-14,-2,-14,-28,-6,12,-14,-4,-28,-30,4,-10,-20,-30,-36,-14,-10,-14,-36,0,-6,2,30,44,40,46,32,68,42,32,26,26,18,44,28,14,36,30,46,92,24,28,58,28,52,46,50,50,50,40,84,34,32,38,16,26,36,52,16,30,32,30,32,24,36,38,38,58,54,48,60,36,50,20,26,38,36,38,34,48,36,32,30,52,14,36,26,2,20,14,10,24,6,18,26,20,8,2,16,28,26,12,20,40,16,28,2,32,22,28,16,-6,-10,2,16,12,4,10,28,32,-20,2,22,0,8,-2,-12,2,30,16,24,0,50,12,36,26,18,28,20,50,8,22,32,16,32,64,32,44,12,22,22,32,14,18,-8,52,32,10,14,24,6,24,18,14,-2,50,28,4,48,-16,-2,8,42,32,30,34,32,74,12,22,26,22,36,42,42,52,62,114,46,124,94,4,28,18,78,24,20,32,28,40,24,4,32,70,12,60,2,30,22,-2,50,28,12,20,10,-10,6,22,12
HAS,56,54,56,70,52,50,68,28,34,78,70,50,30,40,36,0,80,52,40,46,64,22,74,56,70,14,66,54,52,28,66,70,38,46,32,54,32,66,98,82,28,50,30,46,18,34,50,44,28,48,24,30,36,48,4,34,22,22,40,46,18,26,54,30,44,28,36,54,28,30,38,60,66,46,44,44,42,38,66,40,64,32,28,72,58,88,80,70,72,64,60,76,76,88,74,72,72,74,54,60,74,62,90,52,64,62,38,48,62,70,42,78,58,40,68,84,64,84,74,72,46,52,44,74,58,60,98,46,42,72,70,56,60,56,62,86,56,60,74,72,80,84,92,88,56,66,82,80,88,90,86,64,92,40,66,76,60,58,92,72,70,68,82,76,90,58,60,56,78,60,72,64,92,46,46,74,84,76,72,70,42,54,44,52,46,92,64,74,72,48,60,76,76,74,46,38,78,70,76,32,52,38,52,48,62,50,50,56,82,56,62,76,86,60,36,74,86,26,74,44,54,58,56,70,48,34,72,54,70,72,60,62,68,64,66,46,76,56,80,48,28,70,52,46,86,26,34,50,56,56,60,42,62,42,64,64,42,-36,24,-18,14,10,-4,10,8,30,-16,10,-8,-6,-4,-18,-12,14,10,6,8,20,-8,26,8,6,12,-22,-8,-12,-6,-14,-8,-6,0,26,24,0,-4,-2,30,82,40,52,62,32,46,60,50,62,58,46,34,50,66,44,32,58,62,56,46,48,46,44,66,88,52,52,48,38,72,52,46,48,70,50,72,68,58,68,52,48,66,40,80,26,78,50,64,68,40,58,32,68,54,52,54,78,52,60,66,46,62,40,60,40,34,40,42,36,42,22,48,32,38,18,42,-4,20,2,18,-6,38,22,-2,34,62,16,60,24,32,16,30,34,28,32,22,40,38,0,16,22,30,42,20,42,48,42,38,10,30,56,58,38,36,32,38,40,68,72,40,62,26,26,44,30,18,18,24,32,32,36,60,28,42,38,26,46,34,18,50,62,40,20,16,10,8,8,20,34,24,4,56,-16,20,-22,42,26,26,12,18,30,34,34,22,48,52,52,50,20,36,44,86,62,38,52,52,52,44,44,54,68,48,56,64,6,66,32,26,40,34,14,50,56,26,-2,40,9
ROST,52,60,50,50,34,30,20,30,42,34,78,52,30,34,24,80,0,40,54,12,124,52,70,32,58,60,60,36,62,44,62,64,18,32,70,46,34,68,76,60,46,46,24,8,12,18,36,10,22,42,22,24,34,36,8,20,24,10,42,30,26,20,52,38,58,16,34,70,38,36,34,74,52,40,32,20,14,86,48,50,70,22,38,46,14,60,40,20,58,34,54,50,52,42,36,42,50,50,26,30,74,40,54,40,26,46,14,66,32,14,46,32,44,40,54,50,68,48,52,70,42,40,60,58,62,72,64,52,68,66,38,68,46,52,66,56,50,48,70,78,30,42,56,72,56,46,76,54,60,50,100,56,72,54,58,58,26,50,42,48,42,42,52,64,42,54,44,60,78,50,46,38,82,68,44,78,74,64,104,42,34,54,44,52,46,88,44,40,100,50,32,34,74,66,68,70,72,28,42,36,64,42,34,28,52,24,34,38,44,40,32,36,58,72,64,50,54,38,40,34,42,54,34,58,50,50,54,20,66,44,44,46,68,56,62,72,58,54,36,32,34,52,64,28,18,34,54,34,44,38,26,42,72,44,20,10,36,-22,38,16,10,22,0,22,46,-12,-6,-2,12,52,16,10,-22,22,30,14,10,12,12,4,8,-16,20,-10,12,-12,-6,6,8,2,10,-4,10,10,-18,2,6,32,46,68,42,26,34,22,30,20,70,24,44,22,36,56,40,48,44,32,12,60,2,52,46,54,62,52,54,30,88,64,54,42,68,50,50,60,60,62,26,66,38,42,52,48,76,62,66,50,34,44,56,66,82,72,68,110,46,56,60,46,56,26,40,40,22,12,12,18,30,4,34,34,38,40,40,-8,26,32,10,28,28,18,24,22,34,12,94,12,32,2,12,26,2,18,56,-2,-2,14,14,-4,68,40,30,46,36,28,26,-4,30,18,54,18,22,8,42,18,44,40,8,42,8,10,10,24,28,36,58,34,54,62,42,40,56,56,52,76,12,32,56,52,34,30,28,20,32,36,18,10,2,-12,54,14,18,4,14,20,40,-2,2,10,24,18,8,46,16,42,14,20,48,60,34,24,56,26,42,58,42,44,44,28,50,42,52,20,60,90,52,34,64,26,30,40,32,44,98,9
HCA,32,68,56,58,56,74,82,60,42,66,82,40,46,52,64,52,40,0,74,68,48,58,46,118,56,56,52,48,62,56,68,82,50,92,40,28,50,42,62,42,94,56,78,68,48,44,36,42,56,54,46,40,58,62,20,62,56,22,72,72,58,16,52,50,62,56,82,34,34,50,52,28,46,68,32,54,64,48,44,78,60,26,40,82,78,86,68,68,64,72,64,72,98,78,96,66,102,68,104,62,78,64,92,70,92,98,82,84,70,78,78,82,90,66,76,84,86,90,62,90,70,76,74,82,74,64,70,62,90,54,88,96,88,80,66,74,62,52,76,96,82,64,86,78,78,76,74,56,60,94,68,66,80,86,64,86,66,66,60,86,94,68,66,60,86,70,88,62,64,70,76,84,80,76,52,64,76,78,74,72,84,62,84,60,44,66,90,76,82,60,68,80,70,64,68,60,58,78,66,60,56,74,74,66,56,86,86,76,64,80,76,76,60,62,66,62,60,64,60,52,60,62,64,76,80,60,74,54,66,64,48,80,70,84,88,70,60,78,80,88,44,60,68,60,82,64,76,72,72,56,64,80,72,56,52,94,42,-8,8,8,16,-20,30,-14,8,-16,0,10,-22,28,-4,-4,10,-6,10,6,-12,4,-12,20,20,-12,-10,-14,-8,-16,-18,-6,-34,-16,-16,-12,-14,-22,-24,-14,-12,70,72,78,62,74,72,46,76,78,44,52,62,54,44,58,52,56,90,80,52,50,54,66,40,62,36,54,58,94,42,32,46,46,36,38,64,58,40,80,38,40,52,58,50,76,68,48,74,62,58,48,52,52,50,52,88,50,64,72,70,78,80,-4,44,36,2,14,8,20,2,24,26,18,8,16,6,24,26,18,28,-2,28,32,30,-4,26,2,18,8,-6,-2,-4,38,2,10,26,2,4,8,8,24,16,14,2,14,-10,24,16,18,40,58,46,42,22,46,50,64,58,84,36,68,34,16,60,44,28,16,20,46,28,4,34,40,24,28,26,22,28,20,16,36,36,18,44,38,30,12,24,38,44,30,64,46,0,46,94,30,66,50,52,56,56,86,24,98,72,100,60,90,24,20,44,56,34,50,66,44,22,50,38,44,36,82,42,46,36,14,32,48,48,46,54,54,60,44,30,14
HII,64,64,32,58,124,42,54,62,36,36,60,48,34,42,76,40,54,74,0,44,56,62,64,90,30,52,30,66,54,72,56,62,54,88,54,42,64,28,48,66,70,34,60,56,58,54,20,52,68,62,46,46,64,36,44,48,16,36,68,70,64,30,66,50,52,46,74,46,60,54,68,30,60,74,44,48,46,48,40,44,64,48,70,60,52,68,80,70,40,38,52,40,52,82,54,62,72,66,56,74,76,58,66,44,70,70,62,56,78,62,96,60,80,66,64,76,60,72,56,70,84,68,72,78,62,54,64,60,88,50,86,82,74,62,58,64,82,56,62,116,66,58,78,86,80,68,102,94,64,90,54,70,80,88,54,70,78,86,52,60,66,80,82,72,52,66,84,84,62,64,78,48,72,46,58,58,60,62,82,66,64,68,48,74,66,88,72,48,70,74,48,64,44,52,72,72,32,66,58,60,42,58,78,50,60,64,60,74,72,44,38,68,48,44,44,66,42,74,58,58,64,46,64,62,90,46,60,50,56,46,54,58,90,50,44,56,42,62,76,84,56,64,46,64,62,50,96,52,72,42,78,70,76,50,82,44,66,-38,4,14,8,-4,14,16,4,-8,-10,24,-8,6,12,18,4,20,8,12,8,-4,10,0,16,-30,8,0,0,22,-6,-16,-4,-2,8,-6,4,-16,-2,-12,2,26,66,62,24,60,54,54,54,56,32,44,42,44,48,58,38,60,62,26,38,38,40,38,46,74,52,68,44,82,72,70,32,60,44,50,82,36,66,56,28,48,48,60,58,54,64,46,74,76,48,46,50,40,66,72,72,64,68,68,66,72,54,16,24,30,16,20,16,20,14,18,30,26,16,6,20,6,34,50,8,22,40,16,30,30,48,48,36,32,-10,18,-2,36,12,0,26,30,8,-6,0,46,22,36,56,28,16,18,28,20,-2,42,64,56,28,10,34,22,28,26,14,38,0,16,32,46,42,14,32,38,42,26,54,22,90,82,50,50,40,20,22,20,28,22,18,32,34,28,-8,10,0,30,52,12,26,32,42,44,28,46,34,44,22,50,10,48,40,40,44,86,10,60,18,46,52,6,66,44,34,10,46,44,30,62,34,28,26,28,66,66,44,42,46,38,18,50,58,12
BIIB,30,50,14,36,62,46,64,22,14,38,26,34,28,34,38,46,12,68,44,0,14,56,30,74,28,34,14,20,38,18,54,84,32,52,54,36,42,16,44,68,30,30,54,64,68,54,64,50,58,64,70,52,62,52,62,78,70,46,66,64,42,44,52,66,66,48,74,28,42,46,56,32,54,58,62,76,52,40,28,40,50,42,34,62,70,80,70,66,32,90,46,56,76,92,84,66,84,52,76,60,50,64,82,50,68,86,50,66,80,76,68,82,86,56,76,70,62,72,54,50,54,52,50,54,54,56,64,50,56,42,84,72,66,92,50,68,60,60,54,56,94,70,52,68,74,46,82,82,54,82,48,48,80,38,46,58,54,62,68,60,58,54,58,52,42,70,80,54,38,58,56,62,58,64,26,34,60,62,48,46,44,46,44,48,46,48,80,54,52,38,86,54,40,58,24,42,36,64,42,26,60,74,48,48,48,60,26,40,34,42,44,50,22,48,60,34,46,26,46,52,38,58,44,46,38,38,54,64,46,38,52,38,44,30,58,62,66,20,44,42,30,28,40,44,38,24,34,70,36,48,60,50,68,52,62,80,54,-46,6,-10,-10,-14,-16,-22,-10,16,-10,4,8,-4,-14,-14,-8,18,18,10,-10,-8,0,8,6,4,-4,-14,-18,-2,-6,-16,-58,-18,-18,-4,-16,-18,-10,4,-12,36,58,50,64,32,74,78,78,44,48,34,38,82,36,40,52,44,76,90,78,54,62,66,26,50,54,28,46,42,20,62,40,60,32,54,66,36,28,50,24,44,66,62,56,56,50,52,62,38,32,64,8,42,30,48,64,4,42,44,60,38,44,-12,20,-4,-26,4,-6,10,-14,-2,12,12,-18,4,16,26,10,14,-8,-16,4,18,8,10,38,-6,-12,14,18,28,-24,10,20,10,16,24,30,-20,-18,-4,-6,16,22,26,-18,12,34,18,20,40,42,58,34,48,62,56,52,68,36,44,64,24,56,60,44,36,-18,24,34,0,14,8,28,36,38,10,18,16,34,22,10,30,40,4,8,10,-4,16,26,40,38,6,22,56,78,72,84,70,76,58,66,72,26,48,60,62,38,56,-4,12,58,60,-6,10,28,-8,8,18,54,42,4,10,44,36,10,10,0,46,48,34,42,2,56,40,14,1
TJX,70,48,76,46,38,34,24,54,38,54,72,38,50,58,32,64,124,48,56,14,0,72,60,52,60,56,62,48,62,78,72,72,50,44,30,38,34,90,60,54,58,42,26,22,38,50,44,24,46,60,24,38,42,32,38,28,38,34,46,50,32,42,54,54,50,44,44,42,46,50,28,84,50,60,36,34,30,74,72,52,86,44,36,62,40,64,64,48,74,34,56,54,56,66,54,64,50,58,40,46,70,52,62,46,62,66,24,64,38,48,56,52,54,48,50,52,74,52,62,78,48,52,58,64,56,68,72,52,66,86,46,80,50,54,60,68,52,62,66,88,70,58,84,82,56,56,82,58,66,52,106,60,86,68,66,62,48,68,48,54,48,66,60,46,56,54,58,46,92,50,72,60,82,60,70,92,76,82,122,44,58,52,28,62,64,106,58,60,104,36,30,44,70,70,76,68,68,50,40,48,70,74,38,56,52,44,46,52,42,50,44,54,44,62,66,64,42,42,68,28,32,50,44,52,52,64,52,44,82,56,50,56,60,58,50,64,58,44,34,48,32,52,62,62,48,38,52,22,44,76,48,32,74,46,20,20,38,-24,-18,4,10,24,30,20,24,0,-18,-2,2,26,4,-8,8,22,22,2,4,-4,-18,2,16,-12,12,-12,12,-4,-22,-18,4,-10,2,16,10,32,-30,-4,8,56,28,50,56,44,40,42,16,18,54,56,64,48,40,36,52,74,44,30,4,50,18,36,54,46,56,44,54,32,66,50,50,52,70,54,48,68,52,58,42,54,40,32,46,42,72,62,64,34,38,44,58,52,78,46,60,92,44,62,60,56,60,40,66,56,34,32,36,36,36,18,36,48,40,34,46,8,18,40,6,34,38,38,22,42,28,30,78,20,52,-2,44,34,12,28,40,36,4,10,-10,16,60,26,8,22,30,32,38,-12,32,30,42,36,38,22,38,24,36,34,32,32,0,32,26,14,24,18,50,24,58,42,26,40,40,24,38,52,32,26,54,48,34,24,42,40,40,50,8,20,40,32,44,24,32,8,30,30,20,6,32,26,36,30,20,32,34,38,42,40,42,70,48,24,64,40,50,30,46,64,26,52,56,44,42,22,46,60,58,36,50,6,42,34,36,22,106,13
