Symbol,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADS,ADSK,AEE,AEP,AES,AFL,AIG,AIV,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,ALXN,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBY,BDX,BEN,BIIB,BK,BKNG,BKR,BLK,BLL,BMY,BR,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBOE,CBRE,CCI,CCL,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COG,COO,COP,COST,COTY,CPB,CPRT,CRM,CSCO,CSX,CTAS,CTL,CTSH,CTXS,CVS,CVX,CXO,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISCA,DISCK,DISH,DLR,DLTR,DOV,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQR,ES,ESS,ETFC,ETN,ETR,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDX,FE,FFIV,FIS,FISV,FITB,FLIR,FLS,FLT,FMC,FRC,FRT,FTI,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GOOG,GOOGL,GPC,GPN,GPS,GRMN,GS,GWW,HAL,HAS,HBAN,HBI,HCA,HD,HES,HFC,HIG,HII,HLT,HOG,HOLX,HON,HP,HPE,HPQ,HRB,HRL,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INFO,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,JWN,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,KSS,KSU,L,LB,LDOS,LEG,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSCI,MSFT,MSI,MTB,MTD,MU,MXIM,MYL,NBL,NCLH,NDAQ,NEE,NEM,NFLX,NI,NKE,NLSN,NOC,NOV,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,O,ODFL,OKE,OMC,ORCL,ORLY,OXY,PAYC,PAYX,PBCT,PCAR,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRGO,PRU,PSA,PSX,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBUX,SCHW,SEE,SHW,SIVB,SJM,SLB,SLG,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TEL,TFC,TFX,TGT,TIF,TJX,TMO,TMUS,TPR,TROW,TRV,TSCO,TSN,TTWO,TWTR,TXN,TXT,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNM,UNP,UPS,URI,USB,V,VAR,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VZ,WAB,WAT,WBA,WDC,WEC,WELL,WFC,WHR,WLTW,WM,WMB,WMT,WRB,WRK,WU,WY,WYNN,XEL,XLNX,XOM,XRAY,XRX,XYL,YUM,ZBH,ZBRA,ZION,ZTS
BAC,62,92,50,66,66,46,52,54,76,58,84,72,54,94,44,-26,-26,28,58,68,2,46,34,48,100,60,84,58,50,38,80,-6,62,90,42,118,-58,76,68,52,66,44,74,66,56,80,98,6,-20,20,-6,58,78,-54,88,68,46,0,42,100,56,116,84,114,74,68,126,18,8,64,34,106,50,166,24,62,118,8,-30,74,-14,106,58,64,96,40,46,152,-8,90,30,38,14,4,16,116,50,8,0,116,-52,60,22,144,32,52,74,36,20,-16,68,34,70,86,64,30,62,66,64,74,74,-2,92,72,64,132,10,34,-42,32,42,56,66,68,8,40,100,46,2,32,-22,-36,82,90,58,18,18,88,52,-30,48,-6,38,104,114,80,-2,-20,-22,-16,124,110,-46,-48,26,-38,112,36,-20,86,52,72,52,66,96,120,-6,84,46,44,156,68,114,62,64,120,10,66,36,84,72,88,64,-4,96,94,90,70,74,82,66,64,48,148,84,100,74,136,62,96,68,50,96,42,54,82,96,48,96,76,88,80,22,-30,62,70,-38,46,92,2,44,84,60,52,12,54,100,48,100,78,88,52,112,18,60,64,112,86,72,82,46,70,20,76,152,70,4,140,64,42,6,80,-4,20,64,-16,24,80,90,98,54,42,94,-14,50,-2,56,90,14,22,136,-58,68,86,68,92,10,104,28,56,-6,80,68,4,64,46,70,6,36,108,92,66,-10,8,24,52,98,42,32,80,78,6,72,154,60,88,10,126,74,98,82,54,82,76,22,-42,-38,42,-24,54,56,32,72,20,20,94,100,138,108,94,-18,42,56,64,-36,92,64,78,72,24,70,16,54,134,98,-48,-16,-10,52,110,8,26,108,8,90,80,22,22,158,94,-26,84,-2,84,104,-64,64,84,90,72,80,60,72,92,38,6,24,138,98,120,98,10,96,50,64,36,4,102,-14,6,116,36,66,132,14,92,38,90,38,-32,20,52,-10,36,116,72,52,94,80,96,48,28,48,90,58,90,128,30,44,86,54,50,58,76,112,22,58,18,6,46,80,88,108,116,90,-26,48,20,54,106,106,90,122,144,72,66,96,70,10,26,34,72,22,-28,4,86,68,62,78,-42,-46,128,72,50,12,58,30,10,100,48,48,104,-38,68,82,18,82,86,28,40,66,122,58
BAX,80,36,4,90,72,52,60,110,92,74,72,66,56,56,46,40,22,26,66,32,50,50,50,44,48,54,-2,32,36,82,56,-12,70,56,64,58,22,70,38,84,30,74,46,44,70,62,46,44,46,28,46,58,80,24,52,58,26,42,0,44,78,40,38,56,46,58,76,60,32,28,72,40,36,44,36,44,50,52,18,58,34,42,66,72,72,42,32,44,20,44,36,46,42,36,40,20,50,24,50,66,34,38,24,66,-8,98,46,56,4,38,60,50,28,50,54,10,44,64,46,60,52,26,46,24,30,60,36,48,18,94,48,36,34,42,28,38,74,16,36,10,40,2,76,56,50,46,8,100,58,18,82,24,42,38,54,46,46,38,26,54,64,54,12,24,86,8,22,42,10,42,34,52,30,56,40,42,42,42,66,64,32,40,42,38,58,38,24,48,42,54,74,60,66,46,36,46,36,70,72,50,74,22,74,52,52,46,34,22,6,62,48,60,38,72,42,62,26,116,72,22,50,46,-24,30,42,42,8,58,70,40,82,74,26,74,64,62,64,66,74,4,54,78,54,30,88,92,68,2,50,42,24,74,58,20,36,14,16,32,94,28,12,72,44,60,22,26,-12,28,64,52,26,52,40,24,30,30,82,58,70,54,26,36,58,56,38,24,46,28,44,76,42,42,46,50,30,52,74,46,92,54,30,34,20,40,48,72,52,46,52,24,38,92,44,40,78,100,52,38,38,48,28,54,46,40,58,28,16,64,24,68,34,42,24,50,26,52,62,58,44,54,48,6,12,20,10,48,62,28,60,10,34,52,56,28,50,16,20,48,58,60,44,16,48,26,76,80,72,36,52,56,32,84,24,36,38,2,50,28,50,58,52,58,40,56,30,24,84,34,34,24,30,68,44,40,100,44,64,52,44,60,48,4,80,42,40,54,10,44,74,24,24,64,36,78,54,70,38,56,44,50,92,16,40,36,84,46,36,72,48,52,64,96,38,26,64,64,24,62,64,56,54,46,34,40,44,30,70,30,30,40,42,74,48,62,74,74,58,48,48,-6,74,62,74,12,42,40,82,48,32,36,34,48,58,66,50,48,22,46,58,30,46,16,22,60,78,60,36,36,50,92,68,30,70
BBY,66,84,68,86,66,30,30,54,64,60,76,64,54,72,46,8,4,40,54,46,-2,24,30,40,98,44,62,52,56,44,58,-18,56,74,46,86,-24,58,58,66,46,34,42,42,46,56,78,20,8,32,8,58,50,-22,74,78,52,100,44,0,48,82,74,46,42,72,114,2,24,38,20,84,38,90,16,44,82,16,-40,44,20,64,72,80,84,24,22,92,6,60,4,26,26,6,-10,66,42,-32,44,92,-18,32,26,96,4,40,44,60,20,-24,54,24,82,54,76,30,62,44,46,76,54,10,68,60,40,76,10,46,-6,50,24,52,42,54,26,50,78,28,26,30,12,-8,64,76,72,-6,42,74,46,16,22,0,50,82,92,58,24,-2,10,12,82,72,-4,-22,0,-6,72,16,0,66,46,68,42,82,58,94,14,72,56,52,88,50,88,50,42,84,34,80,58,72,48,58,46,6,70,88,72,56,60,82,38,52,46,104,74,72,38,68,58,74,74,38,50,34,58,60,64,18,80,42,82,78,18,-8,44,82,-12,40,94,-12,34,68,42,56,22,24,68,46,50,54,78,52,88,30,42,64,106,74,74,52,54,38,28,74,92,76,2,78,76,20,16,80,10,30,70,-38,24,86,70,60,68,44,54,20,54,8,66,60,22,26,90,-30,74,72,66,92,-4,80,40,50,4,74,80,28,54,28,68,6,14,80,36,62,-8,30,10,48,74,24,56,46,82,36,72,78,48,68,26,72,46,94,74,36,36,70,26,-8,-22,46,-4,72,52,26,48,34,22,54,64,72,64,86,14,32,68,72,-20,58,66,76,66,22,62,42,40,104,84,-36,18,-10,44,82,18,34,74,18,58,78,18,48,86,88,-6,56,18,74,86,-36,46,62,60,58,72,54,76,72,32,14,30,86,88,72,70,12,84,18,48,42,18,80,12,16,70,40,52,92,34,70,42,88,48,-20,50,50,30,16,46,94,40,92,58,68,30,48,70,36,40,76,58,26,38,82,74,54,36,92,84,56,38,2,-6,74,80,64,90,96,62,-10,62,46,40,56,52,76,88,86,52,84,90,52,14,18,24,72,20,-6,10,54,62,56,72,-6,-24,88,80,22,22,46,8,16,68,48,48,66,-18,68,64,10,76,70,26,40,50,80,50
BDX,74,36,42,50,84,42,72,84,92,56,80,38,58,54,62,22,18,18,60,32,42,40,62,78,48,30,20,22,38,76,58,-2,44,76,62,74,-6,64,40,58,30,72,38,42,52,52,72,22,26,58,32,76,66,8,62,46,48,56,78,48,0,40,64,46,62,60,58,34,28,66,94,62,28,48,32,46,62,52,-14,68,14,44,44,58,64,72,38,30,12,30,40,42,46,24,22,44,64,10,22,52,4,54,-4,62,40,84,40,32,2,0,78,48,74,54,64,6,76,56,42,58,48,18,40,54,70,86,38,70,2,76,60,46,44,46,8,26,66,4,6,22,20,24,48,28,50,22,42,76,74,24,72,14,36,44,58,34,22,24,2,22,46,68,6,2,50,8,48,48,2,50,48,82,60,70,24,50,38,62,34,62,52,48,64,52,46,44,44,54,26,84,46,30,78,14,72,52,54,36,38,68,60,38,66,74,44,38,62,30,22,62,62,44,42,60,24,62,62,96,62,36,46,46,-4,18,44,56,0,60,50,22,76,94,42,60,58,88,72,56,56,22,66,82,70,6,98,72,78,46,48,62,34,50,74,28,52,6,-8,40,72,32,10,60,24,48,34,34,2,10,58,72,30,48,46,16,78,2,50,66,62,30,56,10,54,60,46,32,12,28,30,82,38,56,64,36,70,28,66,8,70,62,32,48,24,32,20,76,80,42,32,38,34,74,56,48,76,58,46,54,80,58,76,84,56,40,32,14,20,46,8,54,38,26,68,34,50,46,60,56,60,70,18,30,66,72,-10,38,42,70,56,16,34,34,56,38,72,-12,22,40,86,78,32,30,62,20,38,82,40,42,50,58,20,86,14,78,60,-26,34,42,64,48,62,40,46,52,18,28,86,40,48,72,18,54,78,32,68,42,34,68,-8,50,46,30,56,64,-2,40,46,52,56,-4,24,84,20,60,64,68,50,66,52,42,82,32,46,58,40,78,44,70,48,60,56,86,66,64,60,32,50,48,30,78,88,52,50,48,46,34,64,12,40,64,44,54,64,68,92,80,60,42,10,26,64,84,56,4,42,36,86,40,80,-2,18,54,64,74,18,50,6,16,60,38,44,32,10,66,60,50,52,66,38,46,64,40,70
BEN,66,98,64,64,52,32,30,60,64,66,80,46,48,78,62,-22,-22,8,72,46,12,20,38,52,106,36,86,56,64,54,70,8,50,92,40,92,-34,78,86,54,58,42,70,44,68,102,80,2,-18,20,0,72,68,-40,78,70,62,116,40,82,40,0,66,78,70,34,114,16,4,60,30,82,44,102,42,54,100,32,-20,64,-18,78,54,80,100,48,42,108,0,72,24,36,42,24,20,92,48,2,8,112,-44,32,8,104,28,32,44,44,28,-8,40,34,90,102,70,6,70,66,46,62,44,0,94,68,42,106,16,26,-14,48,34,54,54,42,22,34,86,46,8,48,0,-18,66,66,56,-20,26,68,50,-22,44,-10,44,100,106,48,-12,-16,-24,-6,96,106,-22,-26,32,-12,96,24,-16,50,38,88,28,78,90,104,-14,102,34,28,112,82,116,64,70,84,26,52,44,96,66,70,56,16,68,92,88,54,54,96,50,52,54,116,88,82,48,104,90,84,70,20,60,58,56,76,96,28,74,60,106,94,32,2,56,58,-42,30,100,6,28,70,60,70,6,52,102,52,74,84,96,34,86,26,60,70,112,94,78,74,62,54,8,84,98,62,4,98,62,24,18,70,4,8,56,-16,20,58,66,78,76,42,112,8,78,4,56,86,12,44,130,-52,62,72,72,88,-26,88,48,46,4,70,74,22,72,20,62,18,20,90,58,74,-20,24,20,42,110,30,24,72,44,8,44,114,68,62,30,98,72,88,84,54,46,68,38,-52,-32,48,-32,70,66,14,52,32,18,82,88,116,98,80,-8,36,50,50,-34,86,64,78,66,32,50,20,38,102,96,-32,6,16,66,120,26,44,100,16,74,72,16,24,92,92,-16,70,10,76,94,-46,68,88,68,54,70,62,68,52,24,16,30,96,86,84,80,10,98,48,64,66,12,98,-28,16,88,32,60,112,30,76,30,84,28,-24,46,46,-4,32,94,74,52,86,64,84,44,46,46,62,56,84,112,20,38,80,64,64,44,76,118,46,70,24,2,48,84,96,76,80,76,-18,56,46,38,102,114,90,88,108,54,72,82,56,28,26,42,60,36,-20,14,82,70,66,72,-36,-24,106,70,24,28,58,56,20,72,36,30,90,-46,82,82,30,90,72,18,54,58,104,40
BIIB,86,46,34,24,74,60,58,66,50,62,42,32,44,38,56,-10,10,10,52,36,4,14,8,4,58,66,54,30,50,76,20,-46,32,74,84,68,-18,36,30,64,48,28,28,46,28,54,60,10,4,42,-6,44,52,-16,40,44,54,84,38,74,64,66,0,50,64,70,80,18,38,60,64,62,28,82,4,38,80,10,-10,54,10,42,26,42,58,44,62,82,-20,46,-8,56,34,16,-8,76,36,6,18,58,-6,72,26,92,4,62,70,14,30,-16,34,34,60,42,42,10,50,58,52,78,64,8,34,34,46,80,-12,60,-22,62,30,28,14,30,4,16,72,38,-2,40,18,-8,74,62,54,16,40,58,32,-14,20,-16,48,56,86,54,30,-12,-4,-14,68,70,-14,-2,34,-8,42,34,-12,48,44,56,36,62,50,64,6,54,42,58,66,62,84,54,52,40,20,66,40,46,62,70,84,14,56,76,54,34,38,52,48,32,48,86,68,74,46,52,50,68,48,62,64,30,44,54,54,36,50,52,50,50,-4,-10,26,38,-14,78,56,26,44,46,44,78,56,44,54,32,60,36,52,78,80,8,52,66,72,42,34,58,42,54,58,26,68,40,14,70,46,42,12,38,12,36,18,-18,22,28,26,62,46,38,52,10,76,22,40,54,56,28,62,-10,48,46,68,48,-10,54,46,56,-18,58,68,-6,22,38,62,-18,40,70,50,44,-18,16,10,38,60,54,26,56,54,56,68,84,44,60,10,66,44,42,34,64,50,26,38,-14,-10,44,8,4,14,36,52,60,-6,48,54,76,70,60,-24,28,28,34,-4,48,58,62,48,12,64,44,40,52,38,-18,18,0,90,50,36,24,92,16,48,80,12,6,76,66,0,50,28,60,80,-58,42,26,40,52,62,24,38,38,18,-4,72,64,68,60,40,24,60,0,46,12,20,56,20,10,58,16,50,94,8,64,10,70,24,4,18,64,-4,56,50,42,10,52,44,44,52,8,22,46,42,46,32,48,14,66,14,78,42,62,82,34,56,24,-4,36,30,82,60,58,44,-26,30,10,62,46,58,54,82,76,66,82,48,66,16,2,22,50,70,4,18,52,64,54,38,-18,-16,90,46,36,8,48,-6,34,64,38,20,54,-18,38,66,26,38,48,-4,54,44,56,68
BK,68,70,38,60,56,28,44,42,64,42,70,52,36,82,52,-14,-8,18,60,40,2,50,62,34,82,44,74,18,42,38,58,10,40,64,44,90,-60,42,56,34,18,44,68,40,32,82,72,6,8,62,2,82,70,-46,58,62,24,114,56,46,46,78,50,0,68,32,118,26,16,30,24,96,38,98,24,46,94,40,-24,64,-30,96,50,62,70,56,14,96,-10,58,2,58,12,6,30,72,24,-18,0,90,-26,52,30,108,4,54,48,8,10,2,44,34,54,60,54,10,38,70,66,48,34,0,76,68,48,106,-10,58,-12,32,36,24,38,24,0,16,100,32,14,30,-8,-10,90,52,58,8,48,66,44,-24,42,-18,26,100,88,40,-12,-8,-14,-14,104,78,-22,-26,34,-8,56,80,-34,46,14,56,50,68,88,78,18,82,42,24,122,80,78,30,46,68,-2,38,56,64,58,68,64,6,78,74,74,58,58,60,36,54,32,100,46,82,38,84,28,82,42,16,66,40,62,88,70,70,68,46,80,68,4,-20,32,46,-54,36,102,-6,50,60,48,48,28,44,70,18,96,62,72,44,64,0,62,74,90,70,52,48,44,62,38,72,108,24,14,98,56,40,2,78,-6,16,72,-6,38,54,74,90,38,34,82,22,36,8,50,86,34,6,100,-34,36,86,50,72,26,96,18,52,0,68,58,-2,58,46,56,16,44,84,70,54,-2,0,40,74,76,32,10,52,54,22,52,110,52,66,10,78,54,68,88,56,54,64,20,-20,-30,42,-8,42,44,26,50,10,26,90,76,130,92,80,-18,32,46,46,-22,72,48,68,74,34,28,6,34,92,72,-28,8,-10,38,96,20,16,88,14,80,68,32,30,118,98,-10,76,18,68,88,-42,74,78,74,42,30,56,58,92,46,-18,44,86,62,90,48,16,72,36,46,14,0,90,-16,34,98,38,48,106,20,68,22,56,28,-14,16,40,-14,44,118,62,22,86,82,78,48,28,38,62,44,90,90,44,30,46,24,58,48,46,78,14,34,24,26,42,82,74,60,66,82,-6,66,-10,36,76,76,62,104,118,48,62,44,46,20,16,22,46,16,-36,26,52,56,44,54,-24,-36,88,58,66,6,44,28,8,78,44,66,78,-18,54,50,20,50,56,24,42,66,78,48
BKNG,70,62,40,76,50,34,54,58,82,62,78,52,48,66,72,0,26,30,44,46,18,24,52,62,56,30,52,42,54,54,72,-16,64,90,40,76,14,88,46,80,34,52,84,60,62,106,68,46,2,62,22,92,62,-10,64,52,38,74,46,42,62,70,64,68,0,38,88,60,22,82,36,82,62,82,36,32,96,26,-4,70,38,94,80,74,98,52,40,68,-10,68,44,56,44,24,24,42,84,-2,16,82,-10,44,26,70,40,62,52,44,10,22,94,50,82,78,62,-8,62,70,26,70,74,12,66,66,66,74,38,52,28,38,74,62,66,38,20,56,88,10,12,16,14,8,76,74,58,20,54,84,60,18,56,2,52,68,94,72,10,6,6,12,68,98,8,-2,68,24,86,104,10,52,88,96,76,60,70,92,26,70,26,32,62,80,106,54,58,64,20,78,56,84,58,48,64,16,64,90,84,74,74,64,60,56,72,78,80,94,70,34,42,78,80,60,82,32,66,100,62,36,84,80,58,46,20,-4,34,50,-2,38,76,22,54,82,62,70,-4,82,90,66,56,64,108,78,72,34,68,70,92,50,64,78,36,54,42,58,84,38,26,54,66,50,16,70,24,58,32,30,50,64,58,82,28,54,72,32,68,34,40,98,52,44,86,6,72,82,62,80,-10,78,74,84,14,82,88,8,80,42,78,48,46,78,100,44,2,32,32,66,98,58,28,58,62,38,70,90,74,84,24,50,64,84,90,76,90,78,30,10,-4,64,2,76,64,48,76,48,38,64,68,78,70,88,28,12,74,98,-12,80,88,84,68,32,52,32,68,60,80,-22,14,34,56,92,36,30,80,36,72,88,60,26,58,64,6,74,24,72,72,-10,58,62,68,88,74,82,66,74,16,40,40,50,80,62,72,26,96,36,74,28,8,94,30,44,58,34,70,62,24,94,48,82,84,8,38,76,20,36,68,58,66,84,100,56,56,36,52,48,66,106,48,28,56,64,50,70,52,46,82,22,68,44,48,74,88,86,60,68,64,14,44,22,46,66,82,54,94,62,98,50,78,54,40,38,46,82,34,-4,34,68,74,46,92,6,-14,54,70,72,28,74,46,22,62,44,50,84,4,62,84,14,78,76,44,48,94,58,68
BKR,62,22,42,60,50,28,26,34,48,48,52,60,54,40,36,24,8,24,38,32,18,12,40,30,64,30,6,38,30,26,46,-36,32,66,48,46,0,50,42,52,20,40,54,88,12,58,60,22,16,34,20,26,40,-4,52,34,34,68,58,72,60,34,70,32,38,0,58,8,6,20,58,50,28,74,6,12,68,24,2,52,26,34,52,54,44,40,24,48,-18,24,12,26,20,28,-12,54,28,-8,16,52,-2,30,28,60,16,40,88,34,32,-4,34,24,54,58,42,-10,36,10,10,96,82,14,18,30,52,54,20,40,-40,50,12,32,34,36,30,24,78,8,6,32,10,-6,40,94,44,4,36,70,44,20,28,24,40,48,76,88,26,-8,-6,4,42,78,-6,-2,38,10,60,20,10,44,72,58,24,42,50,50,12,50,32,2,34,30,68,32,34,38,34,110,40,64,34,46,50,20,40,66,48,36,36,70,44,14,34,62,54,74,22,30,28,56,18,70,62,34,16,54,56,34,60,84,40,30,-24,-22,18,58,-32,52,72,-10,30,78,8,46,42,24,64,56,28,30,52,80,60,4,60,64,74,38,62,28,36,18,36,36,52,40,-10,40,54,26,20,66,0,82,8,-16,6,20,56,88,22,48,18,-16,36,16,32,58,78,22,46,0,62,52,16,34,-12,42,4,52,-2,40,32,-8,20,16,30,12,22,48,32,10,-20,2,10,40,56,40,14,36,80,50,86,56,24,64,18,38,66,62,44,54,66,48,36,0,-18,44,36,48,34,34,84,32,42,44,40,36,30,68,-4,20,42,56,-10,30,86,52,56,-10,78,38,42,28,56,-8,20,22,56,62,20,20,88,4,36,70,24,20,58,70,14,46,4,56,70,-36,66,54,32,94,34,38,28,34,26,10,44,44,44,52,64,16,52,6,62,24,14,56,16,-8,22,8,42,46,6,100,34,54,60,12,36,40,32,32,36,40,26,60,22,28,40,4,18,60,46,54,34,40,30,52,38,46,30,58,36,50,16,14,10,80,42,64,56,62,20,0,34,26,18,42,42,28,60,48,62,60,76,68,22,30,36,64,30,10,4,30,64,40,68,0,2,66,52,38,38,96,-6,8,42,6,30,46,2,50,98,-4,44,60,8,44,32,42,66
BLK,100,84,60,108,86,40,58,90,118,82,98,94,74,86,68,16,18,50,72,76,24,62,68,54,112,62,70,78,104,58,84,2,74,120,56,124,-18,104,78,90,64,76,92,74,84,130,116,56,22,66,20,92,102,-12,88,72,66,126,76,114,58,114,80,118,88,58,0,34,54,62,38,126,84,142,56,48,132,58,-22,100,2,122,94,94,118,48,52,122,6,88,34,48,52,40,36,104,76,14,18,110,-6,50,46,148,8,66,54,52,36,18,66,58,100,88,90,30,68,90,60,70,70,36,102,66,90,126,16,66,4,76,70,66,72,68,24,64,120,38,34,28,30,12,92,98,102,12,44,106,92,18,76,-2,76,124,136,64,38,16,10,24,126,118,-2,-4,46,18,114,72,-22,80,60,100,68,118,112,128,18,118,54,46,126,110,102,90,96,122,48,70,64,112,72,98,72,24,96,110,106,110,110,116,64,78,68,122,92,90,92,100,78,80,108,44,76,72,80,120,114,62,138,64,100,94,22,-12,78,90,-22,58,112,42,70,98,92,90,12,58,110,62,92,92,120,78,82,36,88,102,136,100,94,70,76,90,68,84,130,80,48,114,98,50,30,118,20,60,74,24,40,92,86,122,70,66,112,46,60,10,88,110,64,56,128,-14,96,94,78,110,26,114,70,88,10,118,104,52,82,46,114,28,58,104,100,84,10,28,40,86,120,62,26,70,76,46,72,136,80,128,50,110,88,96,100,54,66,82,76,2,-20,68,0,110,54,52,56,52,40,104,112,118,98,76,-4,40,80,80,2,92,78,96,90,36,68,36,60,126,110,-10,26,32,72,130,48,68,132,36,86,100,48,34,136,120,12,118,46,84,124,-50,70,88,96,76,94,80,86,94,74,36,48,130,132,106,104,50,134,30,94,72,32,124,10,32,88,50,94,118,28,84,44,106,58,-8,54,80,24,58,116,90,62,118,92,106,72,56,78,86,94,128,122,52,64,106,86,82,76,86,134,76,32,44,12,62,96,122,96,110,108,18,76,58,38,90,94,130,150,140,94,94,112,86,40,46,44,90,30,-4,28,96,82,66,92,-2,-18,116,70,72,52,56,42,46,96,70,98,110,-8,74,94,22,94,116,36,74,94,106,60
BLL,50,6,-18,36,22,18,18,58,30,60,50,8,46,-22,26,34,28,-12,26,2,38,28,30,46,0,24,-6,8,32,8,54,-28,38,44,30,8,40,42,14,70,10,62,20,4,66,44,10,36,62,36,44,22,54,48,44,28,-2,18,60,2,34,16,18,26,60,8,34,0,-2,62,50,-10,20,10,18,24,20,26,28,40,74,16,60,56,22,14,16,12,10,18,20,20,46,30,42,-6,18,42,18,18,52,12,4,24,-24,76,-22,8,-14,22,50,58,0,30,78,-34,24,20,18,22,14,26,8,-30,16,12,-6,46,14,62,16,-16,-12,6,24,-18,34,-10,38,24,48,18,20,12,30,40,8,48,62,44,38,-2,42,-10,18,4,56,38,22,46,36,26,52,20,78,16,-4,28,44,12,16,38,30,10,-4,16,30,-4,32,48,12,36,22,56,20,12,8,10,36,22,40,8,0,38,4,8,22,22,22,4,66,-38,40,22,-2,-6,10,14,-38,18,20,22,32,50,20,54,-8,54,44,-4,0,20,-16,0,-12,8,28,-10,6,64,46,80,4,44,16,62,28,56,10,-14,26,60,22,0,62,56,22,-28,64,6,28,52,10,-2,6,-28,26,20,64,-6,10,76,32,38,22,38,-6,-2,20,22,-14,88,-4,8,10,60,44,26,36,48,18,42,8,70,14,-2,22,-30,40,62,34,22,14,28,40,22,62,40,62,8,26,-8,32,68,36,62,20,34,-26,-2,14,58,0,14,54,60,48,-6,64,42,32,30,2,22,40,24,2,28,34,44,8,40,8,54,34,28,24,32,18,34,28,-6,-10,10,22,20,24,0,20,-2,-20,56,54,14,16,8,12,32,12,6,48,2,12,30,48,48,58,6,24,10,32,22,-2,18,8,30,20,-2,8,4,44,54,46,14,22,14,-2,2,10,-2,2,66,16,6,70,-4,46,30,72,72,2,42,60,6,26,-8,-18,14,68,42,2,62,22,48,8,22,36,12,32,26,98,14,6,6,66,34,2,86,-6,20,-12,58,34,-12,32,12,0,80,70,34,50,34,14,24,4,32,18,0,-2,4,12,30,14,22,58,22,6,14,48,-16,74,72,26,12,10,8,46,2,20,38,42,14,-2,58,58,24,-12,36,16,-4,30,4,34,36,6,44,24,34,32,64,40,-4,86
